127,93,1.3929e+07,0.010017
444,14,2.5455e+06,0.0044329
369,49,7.4941e+06,0.0059001
616,20,3.3547e+06,0.0041655
459,27,6.469e+06,0.0034843
60,86,1.1425e+07,0.0042338
493,17,3.5387e+06,0.0033381
374,21,3.6335e+06,0.0024533
377,18,3.1815e+06,0.0020378
495,10,2.4264e+06,0.0018922
312,1,1.6301e+05,2.429e-05
570,1,1.6716e+05,4.6554e-05
321,1,1.9828e+05,1.6081e-05
421,1,2.2491e+05,6.6236e-05
467,1,1.8709e+05,5.367e-05
611,1,2.3724e+05,4.2978e-05
320,1,2.0766e+05,1.4117e-05
117,1,2.0677e+05,8.6789e-06
103,26,4.7484e+06,0.0017953
428,1,2.0559e+05,6.3874e-05
400,1,2.0854e+05,5.3152e-05
395,1,2.0359e+05,3.7704e-05
283,1,1.5016e+05,1.3042e-05
476,1,2.0158e+05,0.00015427
375,2,3.6741e+05,0.00012146
447,1,1.6823e+05,4.3259e-05
323,1,1.6271e+05,7.9204e-06
487,1,1.8184e+05,0.00013837
55,1,1.5058e+05,1.0334e-05
734,1,2.2023e+05,4.5342e-05
496,4,9.0746e+05,0.0004084
607,1,1.5124e+05,2.7889e-05
185,1,1.8973e+05,1.3536e-05
619,1,4.4444e+05,1.2958e-05
580,1,2.1701e+05,9.1407e-06
23,5,8.028e+05,0.00040397
167,1,1.508e+05,1.0243e-05
124,1,1.5697e+05,6.75e-06
213,1,1.5095e+05,1.8202e-05
458,1,2.4243e+05,3.041e-05
181,1,1.8652e+05,1.1578e-05
391,1,1.9068e+05,1.3272e-05
423,1,2.0562e+05,5.0418e-05
454,1,2.0562e+05,5.0418e-05
592,1,1.1315e+05,1.8273e-05
453,1,1.8779e+05,3.8837e-05
388,1,1.4463e+05,2.2804e-05
225,1,1.6898e+05,1.1299e-05
118,1,1.3553e+05,3.8637e-06
340,1,2.3093e+05,1.7793e-06
172,1,1.4267e+05,1.0555e-05
300,1,1.9222e+05,5.857e-06
676,1,1.5338e+05,2.9578e-06
471,1,2.403e+05,3.6207e-05
325,1,2.0888e+05,3.0365e-06
370,1,2.4429e+05,1.4553e-05
257,1,1.6969e+05,8.121e-06
260,1,1.6969e+05,8.121e-06
396,1,1.6969e+05,8.121e-06
509,1,1.5583e+05,1.6183e-05
302,1,1.8908e+05,3.674e-06
561,1,1.6483e+05,4.1998e-06
128,1,1.3608e+05,6.5211e-06
314,1,2.1597e+05,3.3907e-06
470,1,2.1741e+05,2.9642e-05
258,1,1.3345e+05,2.1309e-05
261,1,1.3345e+05,2.1309e-05
397,1,1.3345e+05,2.1309e-05
525,1,1.9148e+05,2.8318e-06
473,1,1.9371e+05,3.3284e-05
69,1,2.4822e+05,6.4253e-06
53,1,1.5262e+05,4.043e-06
229,1,2.3768e+05,6.3629e-06
274,1,1.5095e+05,5.5025e-06
419,1,1.8599e+05,1.0426e-05
359,1,2.1711e+05,7.8242e-06
624,1,1.8826e+05,1.4139e-05
252,1,2.0796e+05,5.2491e-06
379,1,2.1293e+05,1.7752e-05
623,1,1.495e+05,9.9873e-06
485,1,2.4874e+05,1.1227e-05
503,1,1.6551e+05,1.4764e-05
399,1,1.6588e+05,7.886e-06
171,1,1.7019e+05,5.1765e-06
466,1,2.1102e+05,1.9774e-05
475,1,2.3476e+05,2.0728e-05
474,1,2.1822e+05,1.5326e-05
179,1,1.3479e+05,7.1498e-06
115,1,1.9048e+05,1.6418e-06
441,1,3.9121e+05,5.1773e-06
540,1,1.5522e+05,2.1007e-06
630,1,2.3488e+05,9.2871e-06
240,1,2.3855e+05,3.4587e-06
390,1,1.7748e+05,7.7362e-06
420,1,1.4518e+05,1.6915e-05
223,1,2.402e+05,4.7859e-06
183,1,2.2807e+05,3.9744e-06
2,1,2.3037e+05,4.0735e-05
430,1,2.0661e+05,1.3406e-05
5,6,9.6921e+05,0.00038337
112,1,1.7778e+05,2.7084e-06
40,1,2.4778e+05,3.9308e-06
563,1,2.3278e+05,3.8485e-06
562,1,1.4712e+05,2.2053e-06
1,1,1.6374e+05,7.0579e-05
284,1,1.5357e+05,2.6662e-06
446,1,2.4231e+05,8.8752e-06
443,1,2.346e+05,7.229e-06
136,1,4.1343e+05,8.2543e-06
389,1,3.7319e+05,4.2122e-06
482,1,2.1273e+05,2.1648e-05
30,1,2.4687e+05,1.1782e-05
305,1,1.093e+05,3.5274e-06
384,1,2.4249e+05,9.8874e-06
277,1,2.5213e+05,1.1499e-06
484,1,1.975e+05,9.5125e-06
154,1,2.1328e+05,2.26e-06
259,1,1.6969e+05,3.5574e-06
262,1,1.6969e+05,3.5574e-06
398,1,1.6969e+05,3.5574e-06
344,1,2.4098e+05,5.9484e-07
25,1,1.3785e+05,1.8206e-05
550,1,1.3643e+05,1.5727e-06
4,1,1.6483e+05,3.8547e-05
278,1,1.9125e+05,2.3365e-06
424,1,2.3873e+05,6.6862e-06
455,1,2.3873e+05,6.6862e-06
381,1,2.4277e+05,5.7611e-06
61,1,1.4876e+05,2.6268e-06
452,1,2.1249e+05,1.1342e-05
353,1,1.5895e+05,2.2861e-07
410,1,2.4132e+05,2.928e-06
76,1,1.9531e+05,6.884e-06
336,1,1.7084e+05,1.0897e-06
386,1,1.6129e+05,9.5965e-06
480,1,1.6129e+05,9.5965e-06
152,1,1.8884e+05,2.417e-06
451,1,2.3779e+05,5.4346e-06
422,1,2.1311e+05,7.9405e-06
294,1,2.0171e+05,1.701e-06
491,1,1.9088e+05,1.9574e-05
310,1,2.1363e+05,1.3671e-06
437,1,2.1121e+05,5.9442e-06
636,1,1.8501e+05,1.1426e-05
22,1,2.2909e+05,1.1361e-05
341,1,1.7589e+05,8.5955e-07
393,1,2.4351e+05,3.8817e-06
595,1,1.4998e+05,3.787e-06
21,1,2.4261e+05,5.5266e-06
319,1,2.3453e+05,8.2304e-07
477,1,1.8764e+05,1.1345e-05
193,1,1.4528e+05,2.7245e-06
418,1,2.4121e+05,2.8417e-06
287,1,2.3486e+05,1.1305e-06
350,1,2.3262e+05,2.9355e-07
20,1,3.7475e+05,8.149e-05
243,1,2.1937e+05,1.6708e-06
464,1,2.3056e+05,8.6763e-06
178,1,1.3945e+05,2.0467e-06
34,1,1.6662e+05,1.2717e-05
435,1,1.7834e+05,3.3394e-06
24,1,2.4268e+05,3.1204e-06
163,1,1.5386e+05,9.2037e-07
499,1,1.9628e+05,5.7261e-06
481,1,2.1357e+05,7.4473e-06
349,1,2.3431e+05,1.9124e-07
18,1,4.3187e+05,1.3693e-05
215,1,2.1263e+05,8.5419e-07
328,1,2.3787e+05,2.5245e-07
579,1,1.6543e+05,6.5302e-07
